Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery V
12:46:58,3,9,1,850.8,4754,5235,0,293,8,9,1.51,39.608358,-104.041594,52.0,7.4
12:46:59,3,9,1,850.8,4754,5236,0,293,8,9,1.51,39.608358,-104.041594,52.0,7.4
12:47:00,3,9,1,850.8,4755,5236,0,293,8,9,1.51,39.608358,-104.041594,52.0,7.4
12:47:01,3,9,1,850.8,4754,5236,0,293,8,9,1.51,39.608358,-104.041594,52.1,7.4
12:47:02,3,9,1,850.8,4754,5237,0,293,8,9,1.51,39.608355,-104.041594,52.1,7.4
12:47:03,3,9,1,850.8,4754,5237,0,293,8,9,1.51,39.608355,-104.041594,52.1,7.4
12:47:04,3,8,1,850.9,4752,5237,0,293,8,9,1.62,39.608355,-104.041594,52.1,7.4
12:47:05,3,8,1,850.8,4753,5237,0,293,8,9,1.62,39.608355,-104.041594,52.1,7.4
12:47:06,3,8,1,850.8,4754,5237,0,293,8,9,1.62,39.608352,-104.041594,52.2,7.4
12:47:07,3,8,1,850.8,4754,5237,0,293,8,9,1.62,39.608352,-104.041587,52.2,7.4
12:47:08,3,8,1,850.8,4755,5236,0,293,8,9,1.62,39.608352,-104.041587,52.2,7.4
12:47:09,3,8,1,850.8,4754,5236,0,293,9,9,1.62,39.608352,-104.041587,52.2,7.4
12:47:10,3,8,1,850.8,4753,5236,0,293,9,9,1.62,39.608349,-104.041587,52.2,7.4
12:47:11,3,8,1,850.8,4753,5235,0,293,9,9,1.62,39.608349,-104.041587,52.3,7.4
12:47:12,3,8,1,850.9,4752,5235,0,293,9,9,1.62,39.608349,-104.041587,52.3,7.5
12:47:13,3,8,1,850.9,4752,5234,0,293,9,9,1.62,39.608346,-104.041587,52.3,7.5
12:47:14,3,8,3,850.8,4753,5233,0,293,9,9,1.62,39.608346,-104.041587,52.3,7.7
12:47:15,3,8,3,850.9,4752,5232,0,293,9,9,1.62,39.608346,-104.041587,52.3,7.7
12:47:16,3,8,3,850.8,4754,5232,0,293,9,10,1.62,39.608346,-104.041587,52.2,7.6
12:47:17,3,8,3,850.8,4753,5232,0,293,9,10,1.62,39.608346,-104.041587,52.2,7.6
12:47:18,3,8,3,850.9,4751,5230,0,293,9,10,1.62,39.608342,-104.041587,52.3,7.5
12:47:19,3,8,3,850.9,4751,5228,0,293,9,10,1.62,39.608342,-104.041587,52.3,7.5
12:47:20,3,8,3,850.9,4751,5227,0,293,9,10,1.62,39.608342,-104.041587,52.3,7.7
12:47:21,3,8,3,850.9,4752,5226,0,293,9,10,1.62,39.608342,-104.041587,52.3,7.7
12:47:22,3,8,3,851,4749,5225,0,293,9,10,1.62,39.608342,-104.041587,52.3,7.7
12:47:23,3,8,3,850.9,4751,5223,0,293,9,11,1.62,39.608339,-104.041587,52.3,7.7
12:47:24,3,8,3,850.9,4751,5222,0,293,9,11,1.62,39.608339,-104.041594,52.3,7.7
12:47:25,3,8,3,850.9,4751,5222,0,293,9,11,1.62,39.608339,-104.041594,52.3,7.7
12:47:26,3,8,3,850.9,4751,5220,0,293,9,11,1.62,39.608339,-104.041594,52.3,7.7
12:47:27,3,8,3,850.9,4751,5219,0,293,9,11,1.62,39.608339,-104.041594,52.3,7.7
12:47:28,3,8,3,850.9,4752,5218,0,293,9,11,1.62,39.608339,-104.041594,52.3,7.7
12:47:29,3,8,3,850.8,4753,5216,0,293,9,11,1.62,39.608339,-104.041594,52.3,7.7
